Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange,Country,Currency,Market Currency,FX Rate
"HBM","HORNBACH-BAUMARKT AG","Equity","0.02","37.23","714.00","26,584.54","26,584.54","Consumer Discretionary","4693194","DE0006084403","Xetra","Germany","USD","EUR","0.88"
"ALTR","ALTRI SGPS SA","Equity","0.02","4.60","5,716.00","26,286.16","26,286.16","Materials","B13ZSL5","PTALT0AE0002","Nyse Euronext - Euronext Lisbon","Portugal","USD","EUR","0.88"
"ELTELBTA","ELTEL NPV","Equity","0.02","3.50","7,488.00","26,231.24","26,231.24","Industrials","BF2NYP4","SE0010022566","Nasdaq Omx Nordic","Sweden","USD","SEK","8.45"
"MOLN","MOLECULAR PARTNERS AG","Equity","0.02","29.34","893.00","26,197.88","26,197.88","Health Care","BRJLB32","CH0256379097","Swiss Exchange","Switzerland","USD","CHF","0.96"
"BWLPG","BW LPG LTD","Equity","0.02","3.53","7,416.00","26,167.85","26,167.85","Energy","BGLPC98","BMG173841013","Oslo Bors Asa","Norway","USD","NOK","8.36"
"HEX","HEXAGON COMPOSITES ASA","Equity","0.02","3.29","7,938.00","26,119.65","26,119.65","Industrials","5186002","NO0003067902","Oslo Bors Asa","Norway","USD","NOK","8.36"
"CAMX","CAMURUS","Equity","0.02","15.92","1,635.00","26,025.63","26,025.63","Health Care","BYWKGQ3","SE0007692850","Nasdaq Omx Nordic","Sweden","USD","SEK","8.45"
"REC","RENEWABLE ENERGY","Equity","0.02","0.13","193,746.00","25,894.62","25,894.62","Information Technology","B01VHW2","NO0010112675","Oslo Bors Asa","Norway","USD","NOK","8.36"
"VAC","PIERRE ET VACANCES SA","Equity","0.02","56.97","446.00","25,408.83","25,408.83","Consumer Discretionary","5700479","FR0000073041","Nyse Euronext - Euronext Paris","France","USD","EUR","0.88"
"SBT","OENEO SA","Equity","0.02","10.60","2,385.00","25,270.77","25,270.77","Materials","5998177","FR0000052680","Nyse Euronext - Euronext Paris","France","USD","EUR","0.88"
"GEO","GEOX S.P.A.","Equity","0.02","3.44","7,336.00","25,268.57","25,268.57","Consumer Discretionary","B044JP5","IT0003697080","Borsa Italiana S.P.A.","Italy","USD","EUR","0.88"
"CDA","COMPAGNIE DES ALPES S.A.","Equity","0.02","32.37","780.00","25,247.67","25,247.67","Consumer Discretionary","B1YBWR6","FR0000053324","Nyse Euronext - Euronext Paris","France","USD","EUR","0.88"
"CEM","CEMENTIR HOLDING S.P.A.","Equity","0.02","6.84","3,666.00","25,087.54","25,087.54","Materials","7148624","IT0003126783","Borsa Italiana S.P.A.","Italy","USD","EUR","0.88"
"ABCA","ABC ARBITRAGE S.A.","Equity","0.02","7.28","3,418.00","24,871.79","24,871.79","Financials","4121714","FR0004040608","Nyse Euronext - Euronext Paris","France","USD","EUR","0.88"
"LNSX","SIXT LEASING","Equity","0.02","21.33","1,162.00","24,783.47","24,783.47","Industrials","BX3JSJ9","DE000A0DPRE6","Xetra","Germany","USD","EUR","0.88"
"KAMBI","KAMBI GROUP PLC","Equity","0.02","10.71","2,305.00","24,687.71","24,687.71","Consumer Discretionary","BMNQDC1","MT0000780107","Nasdaq Omx Nordic","Sweden","USD","SEK","8.45"
"CEN","GROUPE CRIT SA","Equity","0.02","91.46","269.00","24,602.93","24,602.93","Industrials","7071775","FR0000036675","Nyse Euronext - Euronext Paris","France","USD","EUR","0.88"
"SQN","SWISSQUOTE GROUP HOLDING SA","Equity","0.02","28.30","849.00","24,025.39","24,025.39","Financials","B1X3KP7","CH0010675863","Swiss Exchange","Switzerland","USD","CHF","0.96"
"LUCE","LUCECO PLC","Equity","0.02","3.10","7,707.00","23,925.63","23,925.63","Industrials","BZC0LP4","GB00BZC0LP49","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"ACAD","ACADEMEDIA","Equity","0.02","6.63","3,605.00","23,892.11","23,892.11","Consumer Discretionary","BDHFV61","SE0007897079","Nasdaq Omx Nordic","Sweden","USD","SEK","8.45"
"PVL","PLASTIQUES DU VAL DE LOIRE SA","Equity","0.02","28.98","809.00","23,445.93","23,445.93","Materials","BYPFFX5","FR0013252186","Nyse Euronext - Euronext Paris","France","USD","EUR","0.88"
"AKA","AKASTOR","Equity","0.02","1.66","13,827.00","22,996.75","22,996.75","Energy","B1VLVW7","NO0010215684","Oslo Bors Asa","Norway","USD","NOK","8.36"
"AXW","AXWAY SOFTWARE S.A.","Equity","0.02","32.96","696.00","22,941.48","22,941.48","Information Technology","B3S0TP0","FR0011040500","Nyse Euronext - Euronext Paris","France","USD","EUR","0.88"
"EGL","MOTA-ENGIL SGPS S/A","Equity","0.02","2.68","8,548.00","22,911.14","22,911.14","Industrials","7025471","PTMEN0AE0005","Nyse Euronext - Euronext Lisbon","Portugal","USD","EUR","0.88"
"BWO","BW OFFSHORE LIMITED LTD","Equity","0.02","2.62","8,659.00","22,690.05","22,690.05","Energy","BYYNFR4","BMG1738J1247","Oslo Bors Asa","Norway","USD","NOK","8.36"
"TRMD A","TORM PLC","Equity","0.02","9.82","2,293.00","22,507.80","22,507.80","Energy","BZ3CNK8","GB00BZ3CNK81","Omx Nordic Exchange Copenhagen A/S","Denmark","USD","DKK","6.52"
"VBK","VERBIO VEREINIGTE BIOENERGIE AG","Equity","0.02","10.83","2,078.00","22,501.38","22,501.38","Energy","B1FQQK1","DE000A0JL9W6","Xetra","Germany","USD","EUR","0.88"
"AB","AB SCIENCE S.A.","Equity","0.02","11.53","1,948.00","22,462.31","22,462.31","Health Care","B5VSTM2","FR0010557264","Nyse Euronext - Euronext Paris","France","USD","EUR","0.88"
"AMER","AMERISUR RESOURCES PLC","Equity","0.02","0.25","91,242.00","22,447.49","22,447.49","Energy","3208782","GB0032087826","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"JUVE","JUVENTUS FOOTBAL CLUB","Equity","0.02","0.60","37,504.00","22,414.20","22,414.20","Consumer Discretionary","7264809","IT0000336518","Borsa Italiana S.P.A.","Italy","USD","EUR","0.88"
"SFL","SAFILO GROUP S.P.A.","Equity","0.02","7.47","2,954.00","22,068.16","22,068.16","Consumer Discretionary","B0N64J1","IT0004604762","Borsa Italiana S.P.A.","Italy","USD","EUR","0.88"
"SO","SOGEFI","Equity","0.02","5.02","4,401.00","22,076.03","22,076.03","Consumer Discretionary","4820668","IT0000076536","Borsa Italiana S.P.A.","Italy","USD","EUR","0.88"
"FFARM","FORFARMERS NV","Equity","0.02","11.36","1,938.00","22,015.44","22,015.44","Consumer Staples","BD6S9Q7","NL0011832811","Nyse Euronext - Euronext Amsterdam","Netherlands","USD","EUR","0.88"
"GUNN","GUNNEBO AB","Equity","0.02","5.47","4,024.00","22,001.95","22,001.95","Industrials","B010FR0","SE0000195570","Nasdaq Omx Nordic","Sweden","USD","SEK","8.45"
"ELAN B","ELANDERS B","Equity","0.02","13.61","1,603.00","21,816.88","21,816.88","Industrials","4294735","SE0000119299","Nasdaq Omx Nordic","Sweden","USD","SEK","8.45"
"BCART","BIOCARTIS NV","Equity","0.02","11.30","1,923.00","21,737.57","21,737.57","Health Care","BWWYKX6","BE0974281132","Nyse Euronext - Euronext Brussels","Belgium","USD","EUR","0.88"
"DRW8","DRAEGERWERK AG SHS","Equity","0.02","78.01","278.00","21,687.79","21,687.79","Health Care","B3P3LW3","DE0005550602","Xetra","Germany","USD","EUR","0.88"
"DOM","GLOBAL DOMINION ACCESS SA","Equity","0.02","4.45","4,872.00","21,671.36","21,671.36","Information Technology","BD6SZ70","ES0105130001","Bolsa De Madrid","Spain","USD","EUR","0.88"
"LMI","LONMIN PLC","Equity","0.02","0.89","24,434.00","21,672.28","21,672.28","Materials","BYSRJ69","GB00BYSRJ698","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"KNOS","KAINOS GROUP PLC","Equity","0.02","3.64","5,913.00","21,514.62","21,514.62","Information Technology","BZ0D672","GB00BZ0D6727","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"SIOE","SIOEN INDUSTRIES NV","Equity","0.02","32.39","661.00","21,410.86","21,410.86","Consumer Discretionary","5124819","BE0003743573","Nyse Euronext - Euronext Brussels","Belgium","USD","EUR","0.88"
"TETY","TETHYS OIL","Equity","0.02","6.69","3,188.00","21,317.10","21,317.10","Energy","BYMB5L4","SE0009161185","Nasdaq Omx Nordic","Sweden","USD","SEK","8.45"
"WINE","MAJESTIC WINE PLC","Equity","0.02","4.15","5,109.00","21,185.78","21,185.78","Consumer Staples","B021F83","GB00B021F836","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"GLO","GL EVENTS SA","Equity","0.02","28.10","747.00","20,993.05","20,993.05","Industrials","7154104","FR0000066672","Nyse Euronext - Euronext Paris","France","USD","EUR","0.88"
"CMCX","CMC MARKETS PLC","Equity","0.02","1.90","10,991.00","20,849.44","20,849.44","Financials","B14SKR3","GB00B14SKR37","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"NPRO","NORWEGIAN PROPERTY ASA","Equity","0.02","1.23","16,877.00","20,799.65","20,799.65","Real Estate","B15KGC5","NO0010317811","Oslo Bors Asa","Norway","USD","NOK","8.36"
"ELG","ELMOS SEMICONDUCTOR AG","Equity","0.02","21.65","959.00","20,765.55","20,765.55","Information Technology","5695423","DE0005677108","Xetra","Germany","USD","EUR","0.88"
"BIOS","BIOTEST V AG","Equity","0.02","32.00","648.00","20,734.79","20,734.79","Health Care","BF2JZT3","DE000A2E4TS2","Xetra","Germany","USD","EUR","0.88"
"VOLO","VOLATI","Equity","0.02","8.96","2,312.00","20,726.78","20,726.78","Financials","BZ006R3","SE0009143662","Nasdaq Omx Nordic","Sweden","USD","SEK","8.45"
"ZV","ZIGNAGO VETRO S.P.A.","Equity","0.02","8.01","2,527.00","20,232.83","20,232.83","Materials","B1Y0SZ3","IT0004171440","Borsa Italiana S.P.A.","Italy","USD","EUR","0.88"
"PRT","ESPRINET","Equity","0.02","7.24","2,745.00","19,880.64","19,880.64","Information Technology","B08QZ48","IT0003850929","Borsa Italiana S.P.A.","Italy","USD","EUR","0.88"
"TIM","ZEAL NETWORK","Equity","0.02","29.66","670.00","19,872.20","19,872.20","Consumer Discretionary","BHD66J4","GB00BHD66J44","Xetra","Germany","USD","EUR","0.88"
"SIFG","SIF HOLDING NV","Equity","0.02","22.62","854.00","19,319.88","19,319.88","Industrials","BD980H2","NL0011660485","Nyse Euronext - Euronext Amsterdam","Netherlands","USD","EUR","0.88"
"FACC","FACC","Equity","0.02","9.75","1,972.00","19,230.36","19,230.36","Industrials","BN796M4","AT00000FACC2","Wiener Boerse Ag","Austria","USD","EUR","0.88"
"SUR","SURTECO","Equity","0.02","27.01","704.00","19,013.79","19,013.79","Consumer Discretionary","5785186","DE0005176903","Xetra","Germany","USD","EUR","0.88"
"NRS","NORWAY ROYAL SALMON","Equity","0.02","15.14","1,249.00","18,905.00","18,905.00","Consumer Staples","B3MVZM8","NO0010331838","Oslo Bors Asa","Norway","USD","NOK","8.36"
"PIG","HAULOTTE GROUP S.A.","Equity","0.01","16.32","1,156.00","18,867.39","18,867.39","Industrials","5968846","FR0000066755","Nyse Euronext - Euronext Paris","France","USD","EUR","0.88"
"CEV","CENTROTEC SUSTAINABLE AG","Equity","0.01","22.05","855.00","18,850.04","18,850.04","Industrials","5576067","DE0005407506","Xetra","Germany","USD","EUR","0.88"
"REZT","REZIDOR HOTEL GROUP","Equity","0.01","3.70","5,065.00","18,762.26","18,762.26","Consumer Discretionary","B1HDN54","SE0001857533","Nasdaq Omx Nordic","Sweden","USD","SEK","8.45"
"HUM","HUMANA","Equity","0.01","7.28","2,548.00","18,545.38","18,545.38","Health Care","BYZJ8V6","SE0008040653","Nasdaq Omx Nordic","Sweden","USD","SEK","8.45"
"IREN","INVESTIS N SA","Equity","0.01","60.70","305.00","18,513.16","18,513.16","Real Estate","BDC7B95","CH0325094297","Swiss Exchange","Switzerland","USD","CHF","0.96"
"DKK","DKK CASH","Cash","0.01","15.34","120,342.00","18,457.16","18,457.16","Cash and/or Derivatives","-","-","-","Denmark","USD","DKK","6.52"
"PARRO","PARROT SA","Equity","0.01","10.56","1,731.00","18,281.94","18,281.94","Information Technology","B04VST3","FR0004038263","Nyse Euronext - Euronext Paris","France","USD","EUR","0.88"
"SAS","SAS","Equity","0.01","2.27","7,909.00","17,971.49","17,971.49","Industrials","7129577","SE0003366871","Nasdaq Omx Nordic","Sweden","USD","SEK","8.45"
"ED4","EDAG ENGINEERING GROUP AG","Equity","0.01","18.80","955.00","17,955.88","17,955.88","Consumer Discretionary","BYM8DF5","CH0303692047","Xetra","Germany","USD","EUR","0.88"
"PRS","PROMOTORA DE INFORMACIONES SA SA A","Equity","0.01","3.65","4,845.00","17,683.09","17,683.09","Consumer Discretionary","BXC8GV5","ES0171743901","Bolsa De Madrid","Spain","USD","EUR","0.88"
"SCH","SAFECHARGE INTERNATIONAL GROUP LTD","Equity","0.01","3.48","4,961.00","17,247.77","17,247.77","Information Technology","BYMK425","GG00BYMK4250","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"2HRA","H&R","Equity","0.01","14.31","1,197.00","17,133.74","17,133.74","Materials","BDCSG82","DE000A2E4T77","Xetra","Germany","USD","EUR","0.88"
"FGA","FIGEAC AERO SA","Equity","0.01","22.51","759.00","17,088.47","17,088.47","Industrials","BHC8KJ9","FR0011665280","Nyse Euronext - Euronext Paris","France","USD","EUR","0.88"
"ELTEL","ELTEL","Equity","0.01","3.46","4,932.00","17,043.83","17,043.83","Industrials","BVRZ9V8","SE0006509949","Nasdaq Omx Nordic","Sweden","USD","SEK","8.45"
"HOTC","HOTEL CHOCOLAT GROUP PLC","Equity","0.01","4.49","3,782.00","16,993.02","16,993.02","Consumer Staples","BYZC3B0","GB00BYZC3B04","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"CRG","BANCA CARIGE SPA CASSA DI RISPARMI","Equity","0.01","0.29","57,271.00","16,565.26","16,565.26","Financials","BXRTMD7","IT0005108763","Borsa Italiana S.P.A.","Italy","USD","EUR","0.88"
"SBO","SELVAAG BOLIG ASA","Equity","0.01","4.07","4,042.00","16,443.67","16,443.67","Real Estate","B4V6DD8","NO0010612450","Oslo Bors Asa","Norway","USD","NOK","8.36"
"IC","IC GROUP","Equity","0.01","22.01","737.00","16,220.66","16,220.66","Consumer Discretionary","7116762","DK0010221803","Omx Nordic Exchange Copenhagen A/S","Denmark","USD","DKK","6.52"
"GIG","GAMING INNOVATION GROUP INC","Equity","0.01","0.53","30,242.00","16,174.90","16,174.90","Information Technology","B04KFT9","US4593781051","Oslo Bors Asa","Norway","USD","NOK","8.36"
"PDX","PARADOX INTERACTIVE","Equity","0.01","7.96","2,025.00","16,116.79","16,116.79","Information Technology","BD4F658","SE0008294953","Nasdaq Omx Nordic","Sweden","USD","SEK","8.45"
"OHB","OHB TECHNOLOGY","Equity","0.01","31.58","501.00","15,819.64","15,819.64","Industrials","7058228","DE0005936124","Xetra","Germany","USD","EUR","0.88"
"WMN","WALTER MEIER AG","Equity","0.01","45.43","345.00","15,674.49","15,674.49","Industrials","B8B7TL9","CH0208062627","Swiss Exchange","Switzerland","USD","CHF","0.96"
"FTON","FEINTOOL INTERNATIONAL HOLDING AG","Equity","0.01","124.20","125.00","15,525.21","15,525.21","Industrials","5517044","CH0009320091","Swiss Exchange","Switzerland","USD","CHF","0.96"
"M5Z","MANZ AG","Equity","0.01","37.96","407.00","15,448.70","15,448.70","Information Technology","B1DXPB8","DE000A0JQ5U3","Xetra","Germany","USD","EUR","0.88"
"ES","ESSO SOCIETE ANONYME FRANCAISE SA","Equity","0.01","62.50","246.00","15,375.53","15,375.53","Energy","4320986","FR0000120669","Nyse Euronext - Euronext Paris","France","USD","EUR","0.88"
"EXM","EXMAR NV NV","Equity","0.01","5.29","2,892.00","15,301.61","15,301.61","Energy","7618194","BE0003808251","Nyse Euronext - Euronext Brussels","Belgium","USD","EUR","0.88"
"ABG.P","ABENGOA SA CLASS B","Equity","0.01","0.01","1,217,983.00","15,280.88","15,280.88","Industrials","B83KH89","ES0105200002","Bolsa De Madrid","Spain","USD","EUR","0.88"
"STAGR","STALLERGENES GREER PLC PLC","Equity","0.01","40.14","375.00","15,050.98","15,050.98","Health Care","BZ21RF9","GB00BZ21RF93","Nyse Euronext - Euronext Paris","France","USD","EUR","0.88"
"FKR","FALCK RENEWABLES S.P.A.","Equity","0.01","1.33","10,463.00","13,890.68","13,890.68","Utilities","7315440","IT0003198790","Borsa Italiana S.P.A.","Italy","USD","EUR","0.88"
"MAG","MAGNOLIA BOSTAD","Equity","0.01","10.59","1,263.00","13,377.89","13,377.89","Real Estate","BYZZCP6","SE0007074505","Nasdaq Omx Nordic","Sweden","USD","SEK","8.45"
"MAU","MAUREL ET PROM SA","Equity","0.01","3.96","3,287.00","13,008.99","13,008.99","Energy","B05DY78","FR0000051070","Nyse Euronext - Euronext Paris","France","USD","EUR","0.88"
"ANF","ANF IMMOBILIER SA","Equity","0.01","23.53","546.00","12,847.13","12,847.13","Real Estate","B08H9V6","FR0000063091","Nyse Euronext - Euronext Paris","France","USD","EUR","0.88"
"DEA","DEA CAPITAL","Equity","0.01","1.42","8,820.00","12,494.09","12,494.09","Financials","5932012","IT0001431805","Borsa Italiana S.P.A.","Italy","USD","EUR","0.88"
"PANR","PANTHEON RESOURCES PLC","Equity","0.01","0.66","18,743.00","12,377.38","12,377.38","Energy","B125SX8","GB00B125SX82","London Stock Exchange","United Kingdom","USD","GBP","0.77"
"SDRL","SEADRILL LTD","Equity","0.01","0.36","33,631.00","12,273.35","12,273.35","Energy","B09RMQ1","BMG7945E1057","Oslo Bors Asa","Norway","USD","NOK","8.36"
"LD","LA DORIA S.P.A.","Equity","0.01","11.59","1,039.00","12,039.92","12,039.92","Consumer Staples","4726993","IT0001055521","Borsa Italiana S.P.A.","Italy","USD","EUR","0.88"
"ATRAV","ATRIA","Equity","0.01","11.67","915.00","10,676.06","10,676.06","Consumer Staples","5264287","FI0009006548","Nasdaq Omx Helsinki Ltd.","Finland","USD","EUR","0.88"
"GEDI","GEDI GRUPPO EDITORIALE","Equity","0.01","0.85","10,585.00","8,994.18","8,994.18","Consumer Discretionary","5836200","IT0001398541","Borsa Italiana S.P.A.","Italy","USD","EUR","0.88"
"NOK","NOK CASH","Cash","0.01","11.97","68,229.00","8,163.85","8,163.85","Cash and/or Derivatives","-","-","-","Norway","USD","NOK","8.36"
"SCY.D","SACYR RIGHTS SA","Equity","0.00","0.08","31,646.00","2,454.38","2,454.38","Industrials","BF5GNK8","ES06828709B2","Bolsa De Madrid","Spain","USD","EUR","0.88"
"1516754D","TALGO SA","Equity","0.00","6.16","123.00","757.55","757.55","Industrials","BYW64Y5","ES0105065017","Bolsa De Madrid","Spain","USD","EUR","0.88"
"ILS","ILS CASH","Cash","0.00","28.32","1,849.00","523.68","523.68","Cash and/or Derivatives","-","-","-","Israel","USD","ILS","3.53"
"ESPP","EMPIRIC STUDENT PROPERTY PLC","Equity","0.00","0.04","6,765.00","240.89","240.89","Real Estate","BF0P247","GB00BF0P2476","-","United Kingdom","USD","GBP","0.77"
"1698","BOSHIWA INTERNATIONAL HOLDING LTD","Equity","0.00","0.01","20,000.00","179.21","179.21","Consumer Discretionary","B63MHK3","KYG126231078","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.81"
"0RPW","JANUS HENDERSON GROUP PLC","Equity","0.00","38.20","2.00","76.41","76.41","Financials","BYPZJM2","JE00BYPZJM29","London Stock Exchange","United States","USD","GBP","0.77"
"246","REAL GOLD MINING LTD","Equity","0.00","0.00","27,000.00","15.55","15.55","Materials","B4W9262","KYG740991057","Hong Kong Exchanges And Clearing Ltd","China","USD","HKD","7.81"
"TSEM.W9","TOWER SEMICONDUCTOR W9 WARRANTS LT","Equity","0.00","17.30","0.00","7.79","7.79","Information Technology","BBGB4K1","IL0011287195","Tel Aviv Stock Exchange","Israel","USD","ILS","3.53"
"BMPS","BANCA MONTE DEI PASCHI DI SIENA SP","Equity","0.00","0.00","1,764.00","0.02","0.02","Financials","BDJ0CR2","IT0005218752","Borsa Italiana S.P.A.","Italy","USD","EUR","0.88"
"UBI","UNIONE DI BANCHE ITALIANE SPA","Equity","0.00","0.28","14.00","3.88","3.88","Financials","BF2B663","IT0005262230","-","Italy","USD","EUR","0.88"
"AED","AED OIL LTD","Equity","0.00","0.00","11,395.00","0.09","0.09","Energy","B06YXJ5","AU000000AED9","Asx - All Markets","Australia","USD","AUD","1.32"
"BR9","CHINA HONGXING SPORTS LTD","Equity","0.00","0.00","198,000.00","1.43","1.43","Consumer Discretionary","B1WN188","BMG2154D1121","Singapore Exchange","China","USD","SGD","1.38"
"304","PEACE MARK (HOLDINGS) LTD.","Equity","0.00","0.00","30,000.00","0.04","0.04","Consumer Discretionary","6433774","BMG6957A2098","Hong Kong Exchanges And Clearing Ltd","Hong Kong","USD","HKD","7.81"
"AFIL","AFRICA ISRAEL INVESTMENTS LTD.","Equity","0.00","0.10","0.00","0.05","0.05","Real Estate","6008116","IL0006110121","Tel Aviv Stock Exchange","Israel","USD","ILS","3.53"
"J09","JURONG TECHNOLOGIES INDUSTRIAL","Equity","0.00","0.00","60,000.00","0.43","0.43","Information Technology","6231150","SG1I32881126","Singapore Exchange","Singapore","USD","SGD","1.38"
"IFSX","INDUSTRIAL AND FINANCIAL SYSTEMS I","Equity","0.00","0.00","249.00","0.00","0.00","Information Technology","BD6K7Q9","SE0009779721","Swiss Exchange","Sweden","USD","SEK","8.45"
